,time,count,frame
445,2020-01-22 02:58:37.083333185,0,445
446,2020-01-22 02:59:01.166666518,0,446
447,2020-01-22 02:59:25.249999851,0,447
448,2020-01-22 02:59:49.333333184,0,448
449,2020-01-22 03:00:13.416666517,0,449
450,2020-01-22 03:00:37.499999850,0,450
451,2020-01-22 03:01:01.583333183,0,451
452,2020-01-22 03:01:25.666666516,0,452
453,2020-01-22 03:01:49.749999849,0,453
454,2020-01-22 03:02:13.833333182,0,454
455,2020-01-22 03:02:37.916666515,0,455
456,2020-01-22 03:03:01.999999848,0,456
457,2020-01-22 03:03:26.083333181,0,457
458,2020-01-22 03:03:50.166666514,0,458
459,2020-01-22 03:04:14.249999847,0,459
460,2020-01-22 03:04:38.333333180,0,460
461,2020-01-22 03:05:02.416666513,0,461
462,2020-01-22 03:05:26.499999846,0,462
463,2020-01-22 03:05:50.583333179,0,463
464,2020-01-22 03:06:14.666666512,0,464
465,2020-01-22 03:06:38.749999845,0,465
466,2020-01-22 03:07:02.833333178,0,466
467,2020-01-22 03:07:26.916666511,0,467
468,2020-01-22 03:07:50.999999844,0,468
469,2020-01-22 03:08:15.083333177,0,469
470,2020-01-22 03:08:39.166666510,0,470
471,2020-01-22 03:09:03.249999843,0,471
472,2020-01-22 03:09:27.333333176,0,472
473,2020-01-22 03:09:51.416666509,0,473
474,2020-01-22 03:10:15.499999842,0,474
475,2020-01-22 03:10:39.583333175,0,475
476,2020-01-22 03:11:03.666666508,0,476
477,2020-01-22 03:11:27.749999841,0,477
478,2020-01-22 03:11:51.833333174,0,478
479,2020-01-22 03:12:15.916666507,0,479
480,2020-01-22 03:12:39.999999840,0,480
481,2020-01-22 03:13:04.083333173,0,481
482,2020-01-22 03:13:28.166666506,0,482
483,2020-01-22 03:13:52.249999839,0,483
484,2020-01-22 03:14:16.333333172,0,484
485,2020-01-22 03:14:40.416666505,0,485
486,2020-01-22 03:15:04.499999838,0,486
487,2020-01-22 03:15:28.583333171,0,487
488,2020-01-22 03:15:52.666666504,0,488
489,2020-01-22 03:16:16.749999837,0,489
490,2020-01-22 03:16:40.833333170,0,490
491,2020-01-22 03:17:04.916666503,0,491
492,2020-01-22 03:17:28.999999836,0,492
493,2020-01-22 03:17:53.083333169,0,493
494,2020-01-22 03:18:17.166666502,0,494
495,2020-01-22 03:18:41.249999835,0,495
496,2020-01-22 03:19:05.333333168,0,496
497,2020-01-22 03:19:29.416666501,0,497
498,2020-01-22 03:19:53.499999834,0,498
499,2020-01-22 03:20:17.583333167,0,499
500,2020-01-22 03:20:41.666666500,0,500
501,2020-01-22 03:21:05.749999833,0,501
502,2020-01-22 03:21:29.833333166,0,502
503,2020-01-22 03:21:53.916666499,0,503
504,2020-01-22 03:22:17.999999832,0,504
505,2020-01-22 03:22:42.083333165,0,505
506,2020-01-22 03:23:06.166666498,0,506
507,2020-01-22 03:23:30.249999831,0,507
508,2020-01-22 03:23:54.333333164,0,508
509,2020-01-22 03:24:18.416666497,0,509
510,2020-01-22 03:24:42.499999830,0,510
511,2020-01-22 03:25:06.583333163,0,511
512,2020-01-22 03:25:30.666666496,0,512
513,2020-01-22 03:25:54.749999829,0,513
514,2020-01-22 03:26:18.833333162,0,514
515,2020-01-22 03:26:42.916666495,0,515
516,2020-01-22 03:27:06.999999828,0,516
517,2020-01-22 03:27:31.083333161,0,517
518,2020-01-22 03:27:55.166666494,0,518
519,2020-01-22 03:28:19.249999827,0,519
520,2020-01-22 03:28:43.333333160,0,520
521,2020-01-22 03:29:07.416666493,0,521
522,2020-01-22 03:29:31.499999826,0,522
523,2020-01-22 03:29:55.583333159,0,523
524,2020-01-22 03:30:19.666666492,0,524
525,2020-01-22 03:30:43.749999825,0,525
526,2020-01-22 03:31:07.833333158,0,526
527,2020-01-22 03:31:31.916666491,0,527
528,2020-01-22 03:31:55.999999824,0,528
529,2020-01-22 03:32:20.083333157,0,529
530,2020-01-22 03:32:44.166666490,0,530
531,2020-01-22 03:33:08.249999823,0,531
532,2020-01-22 03:33:32.333333156,0,532
533,2020-01-22 03:33:56.416666489,0,533
534,2020-01-22 03:34:20.499999822,0,534
535,2020-01-22 03:34:44.583333155,0,535
536,2020-01-22 03:35:08.666666488,0,536
537,2020-01-22 03:35:32.749999821,0,537
538,2020-01-22 03:35:56.833333154,0,538
539,2020-01-22 03:36:20.916666487,0,539
540,2020-01-22 03:36:44.999999820,0,540
541,2020-01-22 03:37:09.083333153,0,541
542,2020-01-22 03:37:33.166666486,0,542
543,2020-01-22 03:37:57.249999819,0,543
544,2020-01-22 03:38:21.333333152,0,544
545,2020-01-22 03:38:45.416666485,0,545
546,2020-01-22 03:39:09.499999818,0,546
547,2020-01-22 03:39:33.583333151,0,547
548,2020-01-22 03:39:57.666666484,0,548
549,2020-01-22 03:40:21.749999817,0,549
550,2020-01-22 03:40:45.833333150,0,550
551,2020-01-22 03:41:09.916666483,0,551
552,2020-01-22 03:41:33.999999816,0,552
553,2020-01-22 03:41:58.083333149,0,553
554,2020-01-22 03:42:22.166666482,0,554
555,2020-01-22 03:42:46.249999815,0,555
556,2020-01-22 03:43:10.333333148,0,556
557,2020-01-22 03:43:34.416666481,0,557
558,2020-01-22 03:43:58.499999814,0,558
559,2020-01-22 03:44:22.583333147,0,559
560,2020-01-22 03:44:46.666666480,0,560
561,2020-01-22 03:45:10.749999813,0,561
562,2020-01-22 03:45:34.833333146,0,562
563,2020-01-22 03:45:58.916666479,0,563
564,2020-01-22 03:46:22.999999812,0,564
565,2020-01-22 03:46:47.083333145,0,565
566,2020-01-22 03:47:11.166666478,0,566
567,2020-01-22 03:47:35.249999811,0,567
568,2020-01-22 03:47:59.333333144,0,568
569,2020-01-22 03:48:23.416666477,0,569
570,2020-01-22 03:48:47.499999810,0,570
571,2020-01-22 03:49:11.583333143,0,571
572,2020-01-22 03:49:35.666666476,0,572
573,2020-01-22 03:49:59.749999809,0,573
574,2020-01-22 03:50:23.833333142,0,574
575,2020-01-22 03:50:47.916666475,0,575
576,2020-01-22 03:51:11.999999808,0,576
577,2020-01-22 03:51:36.083333141,0,577
578,2020-01-22 03:52:00.166666474,0,578
579,2020-01-22 03:52:24.249999807,0,579
580,2020-01-22 03:52:48.333333140,0,580
581,2020-01-22 03:53:12.416666473,0,581
582,2020-01-22 03:53:36.499999806,0,582
583,2020-01-22 03:54:00.583333139,0,583
584,2020-01-22 03:54:24.666666472,0,584
585,2020-01-22 03:54:48.749999805,0,585
586,2020-01-22 03:55:12.833333138,0,586
587,2020-01-22 03:55:36.916666471,0,587
588,2020-01-22 03:56:00.999999804,0,588
589,2020-01-22 03:56:25.083333137,0,589
590,2020-01-22 03:56:49.166666470,0,590
591,2020-01-22 03:57:13.249999803,0,591
592,2020-01-22 03:57:37.333333136,0,592
593,2020-01-22 03:58:01.416666469,0,593
594,2020-01-22 03:58:25.499999802,0,594
595,2020-01-22 03:58:49.583333135,0,595
596,2020-01-22 03:59:13.666666468,0,596
597,2020-01-22 03:59:37.749999801,0,597
598,2020-01-22 04:00:01.833333134,0,598
599,2020-01-22 04:00:25.916666467,0,599
600,2020-01-22 04:00:49.999999800,0,600
601,2020-01-22 04:01:14.083333133,0,601
602,2020-01-22 04:01:38.166666466,0,602
603,2020-01-22 04:02:02.249999799,0,603
604,2020-01-22 04:02:26.333333132,0,604
605,2020-01-22 04:02:50.416666465,0,605
