,start_time,start_lat,start_lon,end_time,end_lat,end_lon,duration,route_type
120,2020-01-22 0:29:00,37.753661,-122.196869,2020-01-22 0:32:00,37.774836,-122.224175,180,metro
121,2020-01-22 0:30:00,37.615966,-122.392409,2020-01-22 0:37:00,37.600271,-122.386702,420,metro
122,2020-01-22 0:30:00,37.753661,-122.196869,2020-01-22 0:38:00,37.713238,-122.212191,480,metro
123,2020-01-22 0:30:00,37.870104,-122.268133,2020-01-22 0:32:00,37.852803,-122.270062,120,metro
124,2020-01-22 0:30:00,37.844702,-122.251371,2020-01-22 0:46:00,37.829065,-122.26704,960,metro
125,2020-01-22 0:30:00,37.928468,-122.056012,2020-01-22 0:35:00,37.973737,-122.029095,300,metro
126,2020-01-22 0:31:00,37.721585,-122.447506,2020-01-22 0:35:00,37.706121,-122.469081,240,metro
127,2020-01-22 0:31:00,37.75247,-122.418143,2020-01-22 0:33:00,37.733064,-122.433817,120,metro
128,2020-01-22 0:31:00,37.696924,-122.126514,2020-01-22 0:35:00,37.669723,-122.087018,240,metro
129,2020-01-22 0:32:00,37.753661,-122.196869,2020-01-22 0:35:00,37.774836,-122.224175,180,metro
130,2020-01-22 0:32:00,37.774836,-122.224175,2020-01-22 0:36:00,37.797027,-122.26518,240,metro
131,2020-01-22 0:32:00,37.852803,-122.270062,2020-01-22 0:46:00,37.829065,-122.26704,840,metro
132,2020-01-22 0:32:00,37.690746,-122.075602,2020-01-22 0:42:00,37.699756,-121.92824,600,metro
133,2020-01-22 0:33:00,37.804872,-122.29514,2020-01-22 0:37:00,37.803768,-122.27145,240,metro
134,2020-01-22 0:33:00,37.733064,-122.433817,2020-01-22 0:36:00,37.721585,-122.447506,180,metro
135,2020-01-22 0:35:00,37.973737,-122.029095,2020-01-22 0:38:00,38.003193,-122.024653,180,metro
136,2020-01-22 0:35:00,37.669723,-122.087018,2020-01-22 0:39:00,37.634375,-122.057189,240,metro
137,2020-01-22 0:35:00,37.774836,-122.224175,2020-01-22 0:39:00,37.797027,-122.26518,240,metro
138,2020-01-22 0:36:00,37.721585,-122.447506,2020-01-22 0:40:00,37.706121,-122.469081,240,metro
139,2020-01-22 0:36:00,37.797027,-122.26518,2020-01-22 0:39:00,37.803768,-122.27145,180,metro
140,2020-01-22 0:37:00,37.803768,-122.27145,2020-01-22 0:40:00,37.80835,-122.268602,180,metro
141,2020-01-22 0:38:00,38.003193,-122.024653,2020-01-22 0:45:00,38.018914,-121.945154,420,metro
142,2020-01-22 0:39:00,37.803768,-122.27145,2020-01-22 0:42:00,37.80835,-122.268602,180,metro
143,2020-01-22 0:39:00,37.634375,-122.057189,2020-01-22 0:44:00,37.59063,-122.017388,300,metro
144,2020-01-22 0:39:00,37.797027,-122.26518,2020-01-22 0:45:00,37.804872,-122.29514,360,metro
145,2020-01-22 0:40:00,37.80835,-122.268602,2020-01-22 0:46:00,37.829065,-122.26704,360,metro
146,2020-01-22 0:40:00,37.706121,-122.469081,2020-01-22 0:44:00,37.684638,-122.466233,240,metro
147,2020-01-22 0:42:00,37.80835,-122.268602,2020-01-22 0:46:00,37.829065,-122.26704,240,metro
148,2020-01-22 0:42:00,37.699756,-121.92824,2020-01-22 0:44:00,37.701687,-121.899179,120,metro
149,2020-01-22 0:43:00,37.713238,-122.212191,2020-01-22 0:51:00,37.753661,-122.196869,480,metro
150,2020-01-22 0:44:00,37.701687,-121.899179,2020-01-22 0:47:00,37.699756,-121.92824,180,metro
151,2020-01-22 0:44:00,37.59063,-122.017388,2020-01-22 0:49:00,37.557465,-121.976608,300,metro
152,2020-01-22 0:44:00,37.684638,-122.466233,2020-01-22 0:47:00,37.664245,-122.44396,180,metro
153,2020-01-22 0:45:00,38.018914,-121.945154,2020-01-22 0:53:00,38.016941,-121.889457,480,metro
154,2020-01-22 0:45:00,37.804872,-122.29514,2020-01-22 0:52:00,37.792874,-122.39702,420,metro
155,2020-01-22 0:46:00,37.829065,-122.26704,2020-01-22 0:50:00,37.852803,-122.270062,240,metro
156,2020-01-22 0:46:00,37.829065,-122.26704,2020-01-22 0:49:00,37.80835,-122.268602,180,metro
157,2020-01-22 0:46:00,37.829065,-122.26704,2020-01-22 0:51:00,37.80835,-122.268602,300,metro
158,2020-01-22 0:46:00,37.829065,-122.26704,2020-01-22 0:49:00,37.844702,-122.251371,180,metro
159,2020-01-22 0:47:00,37.699756,-121.92824,2020-01-22 0:57:00,37.690746,-122.075602,600,metro
160,2020-01-22 0:47:00,37.664245,-122.44396,2020-01-22 0:50:00,37.637761,-122.416287,180,metro
161,2020-01-22 0:49:00,37.557465,-121.976608,2020-01-22 0:56:00,37.502171,-121.939313,420,metro
162,2020-01-22 0:49:00,37.80835,-122.268602,2020-01-22 0:51:00,37.803768,-122.27145,120,metro
163,2020-01-22 0:49:00,37.844702,-122.251371,2020-01-22 0:54:00,37.878361,-122.183791,300,metro
164,2020-01-22 0:50:00,37.637761,-122.416287,2020-01-22 0:54:00,37.615966,-122.392409,240,metro
165,2020-01-22 0:50:00,37.852803,-122.270062,2020-01-22 0:53:00,37.870104,-122.268133,180,metro
166,2020-01-22 0:51:00,37.80835,-122.268602,2020-01-22 0:53:00,37.803768,-122.27145,120,metro
167,2020-01-22 0:51:00,37.803768,-122.27145,2020-01-22 0:55:00,37.804872,-122.29514,240,metro
168,2020-01-22 0:52:00,37.792874,-122.39702,2020-01-22 0:53:00,37.789405,-122.401066,60,metro
169,2020-01-22 0:53:00,38.016941,-121.889457,2020-01-22 1:01:00,37.995388,-121.78042,480,metro
170,2020-01-22 0:53:00,37.870104,-122.268133,2020-01-22 0:55:00,37.873967,-122.28344,120,metro
171,2020-01-22 0:53:00,37.789405,-122.401066,2020-01-22 0:55:00,37.784471,-122.407974,120,metro
172,2020-01-22 0:53:00,37.803768,-122.27145,2020-01-22 0:56:00,37.797027,-122.26518,180,metro
173,2020-01-22 0:54:00,37.615966,-122.392409,2020-01-22 1:00:00,37.600271,-122.386702,360,metro
174,2020-01-22 0:54:00,37.878361,-122.183791,2020-01-22 0:59:00,37.893176,-122.12463,300,metro
175,2020-01-22 0:55:00,37.873967,-122.28344,2020-01-22 0:58:00,37.902632,-122.298904,180,metro
176,2020-01-22 0:55:00,37.804872,-122.29514,2020-01-22 1:02:00,37.792874,-122.39702,420,metro
177,2020-01-22 0:55:00,37.784471,-122.407974,2020-01-22 0:56:00,37.779732,-122.414123,60,metro
178,2020-01-22 0:56:00,37.797027,-122.26518,2020-01-22 1:00:00,37.774836,-122.224175,240,metro
179,2020-01-22 0:56:00,37.779732,-122.414123,2020-01-22 0:59:00,37.765062,-122.419694,180,metro
180,2020-01-22 0:57:00,37.690746,-122.075602,2020-01-22 1:02:00,37.696924,-122.126514,300,metro
181,2020-01-22 0:58:00,37.902632,-122.298904,2020-01-22 1:01:00,37.925086,-122.316794,180,metro
182,2020-01-22 0:59:00,37.765062,-122.419694,2020-01-22 1:01:00,37.75247,-122.418143,120,metro
183,2020-01-22 0:59:00,37.893176,-122.12463,2020-01-22 1:03:00,37.905522,-122.067527,240,metro
184,2020-01-22 10:00:00,37.878361,-122.183791,2020-01-22 10:06:00,37.844702,-122.251371,360,metro
185,2020-01-22 10:00:00,37.637761,-122.416287,2020-01-22 10:03:00,37.664245,-122.44396,180,metro
186,2020-01-22 10:00:00,37.753661,-122.196869,2020-01-22 10:04:00,37.721947,-122.160844,240,metro
187,2020-01-22 10:00:00,37.713238,-122.212191,2020-01-22 10:08:00,37.753661,-122.196869,480,metro
188,2020-01-22 10:00:00,37.733064,-122.433817,2020-01-22 10:02:00,37.721585,-122.447506,120,metro
189,2020-01-22 10:00:00,37.80835,-122.268602,2020-01-22 10:02:00,37.803768,-122.27145,120,metro
190,2020-01-22 10:00:00,37.803768,-122.27145,2020-01-22 10:04:00,37.804872,-122.29514,240,metro
191,2020-01-22 10:00:00,37.706121,-122.469081,2020-01-22 10:04:00,37.684638,-122.466233,240,metro
192,2020-01-22 10:00:00,37.779732,-122.414123,2020-01-22 10:02:00,37.784471,-122.407974,120,metro
193,2020-01-22 10:00:00,37.829065,-122.26704,2020-01-22 10:03:00,37.844702,-122.251371,180,metro
194,2020-01-22 10:00:00,37.873967,-122.28344,2020-01-22 10:03:00,37.902632,-122.298904,180,metro
195,2020-01-22 10:00:00,37.784471,-122.407974,2020-01-22 10:01:00,37.779732,-122.414123,60,metro
196,2020-01-22 10:00:00,37.502171,-121.939313,2020-01-22 10:06:00,37.557465,-121.976608,360,metro
197,2020-01-22 10:00:00,37.804872,-122.29514,2020-01-22 10:07:00,37.792874,-122.39702,420,metro
198,2020-01-22 10:01:00,37.779732,-122.414123,2020-01-22 10:03:00,37.765062,-122.419694,120,metro
199,2020-01-22 10:01:00,37.803768,-122.27145,2020-01-22 10:03:00,37.80835,-122.268602,120,metro
200,2020-01-22 10:01:00,37.792874,-122.39702,2020-01-22 10:08:00,37.804872,-122.29514,420,metro
